r,l,f,y,Demand
RE1,S414,COMELC,2039,3.6381
RE1,S414,COMELC,2040,3.7056
RE1,S414,COMELC,2041,3.7717
RE1,S414,COMELC,2042,3.8379
RE1,S414,COMELC,2043,3.904
RE1,S414,COMELC,2044,3.9701
RE1,S414,COMELC,2045,4.0362
RE1,S414,COMELC,2046,4.0823
RE1,S414,COMELC,2047,4.1283
RE1,S414,COMELC,2048,4.1743
RE1,S414,COMELC,2049,4.2204
RE1,S414,COMELC,2050,4.2664
RE1,S414,COMELC,2051,4.314
RE1,S414,COMELC,2052,4.3621
RE1,S414,COMELC,2053,4.4108
RE1,S414,COMELC,2054,4.46
RE1,S414,COMELC,2055,4.5097
RE1,S414,COMELC,2056,4.56
RE1,S414,COMELC,2057,4.6109
RE1,S414,COMELC,2058,4.6623
RE1,S414,COMELC,2059,4.7143
RE1,S414,COMELC,2060,4.7669
RE1,S414,COMELC,2061,4.8201
RE1,S414,COMELC,2062,4.8739
RE1,S414,COMELC,2063,4.9282
RE1,S414,COMELC,2064,4.9832
RE1,S414,COMELC,2065,5.0388
RE1,S414,COMELC,2066,5.095
RE1,S414,COMELC,2067,5.1518
RE1,S414,COMELC,2068,5.2093
RE1,S414,COMELC,2069,5.2674
RE1,S414,COMELC,2070,5.3262
RE1,S415,INDELC,2015,4.0556
RE1,S415,INDELC,2016,4.0556
RE1,S415,INDELC,2017,4.0556
RE1,S415,INDELC,2018,4.0556
RE1,S415,INDELC,2019,4.0556
RE1,S415,INDELC,2020,4.0556
RE1,S415,INDELC,2021,4.0556
RE1,S415,INDELC,2022,4.6091
RE1,S415,INDELC,2023,4.7407
RE1,S415,INDELC,2024,4.8723
RE1,S415,INDELC,2025,5.0039
RE1,S415,INDELC,2026,5.1462
RE1,S415,INDELC,2027,5.2884
RE1,S415,INDELC,2028,5.4306
RE1,S415,INDELC,2029,5.5728
RE1,S415,INDELC,2030,5.715
RE1,S415,INDELC,2031,5.8776
RE1,S415,INDELC,2032,6.0401
RE1,S415,INDELC,2033,6.2027
RE1,S415,INDELC,2034,6.3652
RE1,S415,INDELC,2035,6.5278
RE1,S415,INDELC,2036,6.6587
RE1,S415,INDELC,2037,6.7895
RE1,S415,INDELC,2038,6.9204
RE1,S415,INDELC,2039,7.0513
RE1,S415,INDELC,2040,7.1821
RE1,S415,INDELC,2041,7.3103
RE1,S415,INDELC,2042,7.4384
RE1,S415,INDELC,2043,7.5666
RE1,S415,INDELC,2044,7.6947
RE1,S415,INDELC,2045,7.8229
RE1,S415,INDELC,2046,7.9121
RE1,S415,INDELC,2047,8.0014
RE1,S415,INDELC,2048,8.0906
RE1,S415,INDELC,2049,8.1798
RE1,S415,INDELC,2050,8.269
RE1,S415,INDELC,2051,8.3613
RE1,S415,INDELC,2052,8.4546
RE1,S415,INDELC,2053,8.5489
RE1,S415,INDELC,2054,8.6442
RE1,S415,INDELC,2055,8.7407
RE1,S415,INDELC,2056,8.8382
RE1,S415,INDELC,2057,8.9367
RE1,S415,INDELC,2058,9.0364
RE1,S415,INDELC,2059,9.1372
RE1,S415,INDELC,2060,9.2392
RE1,S415,INDELC,2061,9.3422
RE1,S415,INDELC,2062,9.4464
RE1,S415,INDELC,2063,9.5518
RE1,S415,INDELC,2064,9.6583
RE1,S415,INDELC,2065,9.7661
RE1,S415,INDELC,2066,9.875
RE1,S415,INDELC,2067,9.9852
RE1,S415,INDELC,2068,10.0966
RE1,S415,INDELC,2069,10.2092
RE1,S415,INDELC,2070,10.3231
RE1,S415,RESELC,2015,1.5637
RE1,S415,RESELC,2016,1.5637
RE1,S415,RESELC,2017,1.5637
RE1,S415,RESELC,2018,1.5637
RE1,S415,RESELC,2019,1.5637
RE1,S415,RESELC,2020,1.5637
RE1,S415,RESELC,2021,1.5637
RE1,S415,RESELC,2022,2.3009
RE1,S415,RESELC,2023,2.3666
RE1,S415,RESELC,2024,2.4323
RE1,S415,RESELC,2025,2.498
RE1,S415,RESELC,2026,2.569
RE1,S415,RESELC,2027,2.64
RE1,S415,RESELC,2028,2.711
RE1,S415,RESELC,2029,2.782
RE1,S415,RESELC,2030,2.853
RE1,S415,RESELC,2031,2.9341
RE1,S415,RESELC,2032,3.0153
RE1,S415,RESELC,2033,3.0964
RE1,S415,RESELC,2034,3.1775
RE1,S415,RESELC,2035,3.2587
RE1,S415,RESELC,2036,3.324
RE1,S415,RESELC,2037,3.3894
RE1,S415,RESELC,2038,3.4547
RE1,S415,RESELC,2039,3.52
RE1,S415,RESELC,2040,3.5853
RE1,S415,RESELC,2041,3.6493
RE1,S415,RESELC,2042,3.7133
RE1,S415,RESELC,2043,3.7773
RE1,S415,RESELC,2044,3.8412
RE1,S415,RESELC,2045,3.9052
RE1,S415,RESELC,2046,3.9498
RE1,S415,RESELC,2047,3.9943
RE1,S415,RESELC,2048,4.0388
RE1,S415,RESELC,2049,4.0834
RE1,S415,RESELC,2050,4.1279
RE1,S415,RESELC,2051,4.174
RE1,S415,RESELC,2052,4.2205
RE1,S415,RESELC,2053,4.2676
RE1,S415,RESELC,2054,4.3152
RE1,S415,RESELC,2055,4.3634
RE1,S415,RESELC,2056,4.412
RE1,S415,RESELC,2057,4.4612
RE1,S415,RESELC,2058,4.511
RE1,S415,RESELC,2059,4.5613
RE1,S415,RESELC,2060,4.6122
RE1,S415,RESELC,2061,4.6637
RE1,S415,RESELC,2062,4.7157
RE1,S415,RESELC,2063,4.7683
RE1,S415,RESELC,2064,4.8215
RE1,S415,RESELC,2065,4.8753
RE1,S415,RESELC,2066,4.9296
RE1,S415,RESELC,2067,4.9846
RE1,S415,RESELC,2068,5.0402
RE1,S415,RESELC,2069,5.0965
RE1,S415,RESELC,2070,5.1533
RE1,S415,COMELC,2015,1.6122
RE1,S415,COMELC,2016,1.6122
RE1,S415,COMELC,2017,1.6122
RE1,S415,COMELC,2018,1.6122
RE1,S415,COMELC,2019,1.6122
RE1,S415,COMELC,2020,1.6122
RE1,S415,COMELC,2021,1.6122
RE1,S415,COMELC,2022,2.3781
RE1,S415,COMELC,2023,2.446
RE1,S415,COMELC,2024,2.5139
RE1,S415,COMELC,2025,2.5818
RE1,S415,COMELC,2026,2.6552
RE1,S415,COMELC,2027,2.7285
RE1,S415,COMELC,2028,2.8019
RE1,S415,COMELC,2029,2.8753
RE1,S415,COMELC,2030,2.9487
RE1,S415,COMELC,2031,3.0325
RE1,S415,COMELC,2032,3.1164
RE1,S415,COMELC,2033,3.2003
RE1,S415,COMELC,2034,3.2841
RE1,S415,COMELC,2035,3.368
RE1,S415,COMELC,2036,3.4355
RE1,S415,COMELC,2037,3.5031
RE1,S415,COMELC,2038,3.5706
RE1,S415,COMELC,2039,3.6381
RE1,S415,COMELC,2040,3.7056
RE1,S415,COMELC,2041,3.7717
RE1,S415,COMELC,2042,3.8379
RE1,S415,COMELC,2043,3.904
RE1,S415,COMELC,2044,3.9701
RE1,S415,COMELC,2045,4.0362
RE1,S415,COMELC,2046,4.0823
RE1,S415,COMELC,2047,4.1283
RE1,S415,COMELC,2048,4.1743
RE1,S415,COMELC,2049,4.2204
RE1,S415,COMELC,2050,4.2664
RE1,S415,COMELC,2051,4.314
RE1,S415,COMELC,2052,4.3621
RE1,S415,COMELC,2053,4.4108
RE1,S415,COMELC,2054,4.46
RE1,S415,COMELC,2055,4.5097
RE1,S415,COMELC,2056,4.56
RE1,S415,COMELC,2057,4.6109
RE1,S415,COMELC,2058,4.6623
RE1,S415,COMELC,2059,4.7143
RE1,S415,COMELC,2060,4.7669
RE1,S415,COMELC,2061,4.8201
RE1,S415,COMELC,2062,4.8739
RE1,S415,COMELC,2063,4.9282
RE1,S415,COMELC,2064,4.9832
RE1,S415,COMELC,2065,5.0388
RE1,S415,COMELC,2066,5.095
RE1,S415,COMELC,2067,5.1518
RE1,S415,COMELC,2068,5.2093
RE1,S415,COMELC,2069,5.2674
RE1,S415,COMELC,2070,5.3262
RE1,S416,INDELC,2015,4.0556
RE1,S416,INDELC,2016,4.0556
RE1,S416,INDELC,2017,4.0556
RE1,S416,INDELC,2018,4.0556
RE1,S416,INDELC,2019,4.0556
RE1,S416,INDELC,2020,4.0556
RE1,S416,INDELC,2021,4.0556
RE1,S416,INDELC,2022,4.6091
RE1,S416,INDELC,2023,4.7407
RE1,S416,INDELC,2024,4.8723
RE1,S416,INDELC,2025,5.0039
RE1,S416,INDELC,2026,5.1462
RE1,S416,INDELC,2027,5.2884
RE1,S416,INDELC,2028,5.4306
RE1,S416,INDELC,2029,5.5728
RE1,S416,INDELC,2030,5.715
RE1,S416,INDELC,2031,5.8776
RE1,S416,INDELC,2032,6.0401
RE1,S416,INDELC,2033,6.2027
RE1,S416,INDELC,2034,6.3652
RE1,S416,INDELC,2035,6.5278
RE1,S416,INDELC,2036,6.6587
RE1,S416,INDELC,2037,6.7895
RE1,S416,INDELC,2038,6.9204
RE1,S416,INDELC,2039,7.0513
RE1,S416,INDELC,2040,7.1821
RE1,S416,INDELC,2041,7.3103
RE1,S416,INDELC,2042,7.4384
RE1,S416,INDELC,2043,7.5666
RE1,S416,INDELC,2044,7.6947
RE1,S416,INDELC,2045,7.8229
RE1,S416,INDELC,2046,7.9121
RE1,S416,INDELC,2047,8.0014
RE1,S416,INDELC,2048,8.0906
RE1,S416,INDELC,2049,8.1798
RE1,S416,INDELC,2050,8.269
RE1,S416,INDELC,2051,8.3613
RE1,S416,INDELC,2052,8.4546
RE1,S416,INDELC,2053,8.5489
RE1,S416,INDELC,2054,8.6442
RE1,S416,INDELC,2055,8.7407
RE1,S416,INDELC,2056,8.8382
RE1,S416,INDELC,2057,8.9367
RE1,S416,INDELC,2058,9.0364
RE1,S416,INDELC,2059,9.1372
RE1,S416,INDELC,2060,9.2392
RE1,S416,INDELC,2061,9.3422
RE1,S416,INDELC,2062,9.4464
RE1,S416,INDELC,2063,9.5518
RE1,S416,INDELC,2064,9.6583
RE1,S416,INDELC,2065,9.7661
RE1,S416,INDELC,2066,9.875
RE1,S416,INDELC,2067,9.9852
RE1,S416,INDELC,2068,10.0966
RE1,S416,INDELC,2069,10.2092
RE1,S416,INDELC,2070,10.3231
RE1,S416,RESELC,2015,1.5637
RE1,S416,RESELC,2016,1.5637
RE1,S416,RESELC,2017,1.5637
RE1,S416,RESELC,2018,1.5637
RE1,S416,RESELC,2019,1.5637
RE1,S416,RESELC,2020,1.5637
RE1,S416,RESELC,2021,1.5637
RE1,S416,RESELC,2022,2.3009
RE1,S416,RESELC,2023,2.3666
RE1,S416,RESELC,2024,2.4323
RE1,S416,RESELC,2025,2.498
RE1,S416,RESELC,2026,2.569
RE1,S416,RESELC,2027,2.64
RE1,S416,RESELC,2028,2.711
RE1,S416,RESELC,2029,2.782
RE1,S416,RESELC,2030,2.853
RE1,S416,RESELC,2031,2.9341
RE1,S416,RESELC,2032,3.0153
RE1,S416,RESELC,2033,3.0964
RE1,S416,RESELC,2034,3.1775
RE1,S416,RESELC,2035,3.2587
RE1,S416,RESELC,2036,3.324
RE1,S416,RESELC,2037,3.3894
RE1,S416,RESELC,2038,3.4547
RE1,S416,RESELC,2039,3.52
RE1,S416,RESELC,2040,3.5853
RE1,S416,RESELC,2041,3.6493
RE1,S416,RESELC,2042,3.7133
RE1,S416,RESELC,2043,3.7773
RE1,S416,RESELC,2044,3.8412
RE1,S416,RESELC,2045,3.9052
RE1,S416,RESELC,2046,3.9498
RE1,S416,RESELC,2047,3.9943
RE1,S416,RESELC,2048,4.0388
RE1,S416,RESELC,2049,4.0834
RE1,S416,RESELC,2050,4.1279
RE1,S416,RESELC,2051,4.174
RE1,S416,RESELC,2052,4.2205
RE1,S416,RESELC,2053,4.2676
RE1,S416,RESELC,2054,4.3152
RE1,S416,RESELC,2055,4.3634
RE1,S416,RESELC,2056,4.412
RE1,S416,RESELC,2057,4.4612
RE1,S416,RESELC,2058,4.511
RE1,S416,RESELC,2059,4.5613
RE1,S416,RESELC,2060,4.6122
RE1,S416,RESELC,2061,4.6637
RE1,S416,RESELC,2062,4.7157
RE1,S416,RESELC,2063,4.7683
RE1,S416,RESELC,2064,4.8215
RE1,S416,RESELC,2065,4.8753
RE1,S416,RESELC,2066,4.9296
RE1,S416,RESELC,2067,4.9846
RE1,S416,RESELC,2068,5.0402
RE1,S416,RESELC,2069,5.0965
RE1,S416,RESELC,2070,5.1533
RE1,S416,COMELC,2015,1.6122
RE1,S416,COMELC,2016,1.6122
RE1,S416,COMELC,2017,1.6122
RE1,S416,COMELC,2018,1.6122
RE1,S416,COMELC,2019,1.6122
RE1,S416,COMELC,2020,1.6122
RE1,S416,COMELC,2021,1.6122
RE1,S416,COMELC,2022,2.3781
RE1,S416,COMELC,2023,2.446
RE1,S416,COMELC,2024,2.5139
RE1,S416,COMELC,2025,2.5818
RE1,S416,COMELC,2026,2.6552
RE1,S416,COMELC,2027,2.7285
RE1,S416,COMELC,2028,2.8019
RE1,S416,COMELC,2029,2.8753
RE1,S416,COMELC,2030,2.9487
RE1,S416,COMELC,2031,3.0325
RE1,S416,COMELC,2032,3.1164
RE1,S416,COMELC,2033,3.2003
RE1,S416,COMELC,2034,3.2841
RE1,S416,COMELC,2035,3.368
RE1,S416,COMELC,2036,3.4355
RE1,S416,COMELC,2037,3.5031
RE1,S416,COMELC,2038,3.5706
RE1,S416,COMELC,2039,3.6381
RE1,S416,COMELC,2040,3.7056
RE1,S416,COMELC,2041,3.7717
RE1,S416,COMELC,2042,3.8379
RE1,S416,COMELC,2043,3.904
RE1,S416,COMELC,2044,3.9701
RE1,S416,COMELC,2045,4.0362
RE1,S416,COMELC,2046,4.0823
RE1,S416,COMELC,2047,4.1283
RE1,S416,COMELC,2048,4.1743
RE1,S416,COMELC,2049,4.2204
RE1,S416,COMELC,2050,4.2664
RE1,S416,COMELC,2051,4.314
RE1,S416,COMELC,2052,4.3621
RE1,S416,COMELC,2053,4.4108
RE1,S416,COMELC,2054,4.46
RE1,S416,COMELC,2055,4.5097
RE1,S416,COMELC,2056,4.56
RE1,S416,COMELC,2057,4.6109
RE1,S416,COMELC,2058,4.6623
RE1,S416,COMELC,2059,4.7143
RE1,S416,COMELC,2060,4.7669
RE1,S416,COMELC,2061,4.8201
RE1,S416,COMELC,2062,4.8739
RE1,S416,COMELC,2063,4.9282
RE1,S416,COMELC,2064,4.9832
RE1,S416,COMELC,2065,5.0388
RE1,S416,COMELC,2066,5.095
RE1,S416,COMELC,2067,5.1518
RE1,S416,COMELC,2068,5.2093
RE1,S416,COMELC,2069,5.2674
RE1,S416,COMELC,2070,5.3262
RE1,S417,INDELC,2015,4.0556
RE1,S417,INDELC,2016,4.0556
RE1,S417,INDELC,2017,4.0556
RE1,S417,INDELC,2018,4.0556
RE1,S417,INDELC,2019,4.0556
RE1,S417,INDELC,2020,4.0556
RE1,S417,INDELC,2021,4.0556
RE1,S417,INDELC,2022,4.6091
RE1,S417,INDELC,2023,4.7407
RE1,S417,INDELC,2024,4.8723
RE1,S417,INDELC,2025,5.0039
RE1,S417,INDELC,2026,5.1462
RE1,S417,INDELC,2027,5.2884
RE1,S417,INDELC,2028,5.4306
RE1,S417,INDELC,2029,5.5728
RE1,S417,INDELC,2030,5.715
RE1,S417,INDELC,2031,5.8776
RE1,S417,INDELC,2032,6.0401
RE1,S417,INDELC,2033,6.2027
RE1,S417,INDELC,2034,6.3652
RE1,S417,INDELC,2035,6.5278
RE1,S417,INDELC,2036,6.6587
RE1,S417,INDELC,2037,6.7895
RE1,S417,INDELC,2038,6.9204
RE1,S417,INDELC,2039,7.0513
RE1,S417,INDELC,2040,7.1821
RE1,S417,INDELC,2041,7.3103
RE1,S417,INDELC,2042,7.4384
RE1,S417,INDELC,2043,7.5666
RE1,S417,INDELC,2044,7.6947
RE1,S417,INDELC,2045,7.8229
RE1,S417,INDELC,2046,7.9121
RE1,S417,INDELC,2047,8.0014
RE1,S417,INDELC,2048,8.0906
RE1,S417,INDELC,2049,8.1798
RE1,S417,INDELC,2050,8.269
RE1,S417,INDELC,2051,8.3613
RE1,S417,INDELC,2052,8.4546
RE1,S417,INDELC,2053,8.5489
RE1,S417,INDELC,2054,8.6442
RE1,S417,INDELC,2055,8.7407
RE1,S417,INDELC,2056,8.8382
RE1,S417,INDELC,2057,8.9367
RE1,S417,INDELC,2058,9.0364
RE1,S417,INDELC,2059,9.1372
RE1,S417,INDELC,2060,9.2392
RE1,S417,INDELC,2061,9.3422
RE1,S417,INDELC,2062,9.4464
RE1,S417,INDELC,2063,9.5518
RE1,S417,INDELC,2064,9.6583
RE1,S417,INDELC,2065,9.7661
RE1,S417,INDELC,2066,9.875
RE1,S417,INDELC,2067,9.9852
RE1,S417,INDELC,2068,10.0966
RE1,S417,INDELC,2069,10.2092
RE1,S417,INDELC,2070,10.3231
RE1,S417,RESELC,2015,1.5637
RE1,S417,RESELC,2016,1.5637
RE1,S417,RESELC,2017,1.5637
RE1,S417,RESELC,2018,1.5637
RE1,S417,RESELC,2019,1.5637
RE1,S417,RESELC,2020,1.5637
RE1,S417,RESELC,2021,1.5637
RE1,S417,RESELC,2022,2.3009
RE1,S417,RESELC,2023,2.3666
RE1,S417,RESELC,2024,2.4323
RE1,S417,RESELC,2025,2.498
RE1,S417,RESELC,2026,2.569
RE1,S417,RESELC,2027,2.64
RE1,S417,RESELC,2028,2.711
RE1,S417,RESELC,2029,2.782
RE1,S417,RESELC,2030,2.853
RE1,S417,RESELC,2031,2.9341
RE1,S417,RESELC,2032,3.0153
RE1,S417,RESELC,2033,3.0964
RE1,S417,RESELC,2034,3.1775
RE1,S417,RESELC,2035,3.2587
RE1,S417,RESELC,2036,3.324
RE1,S417,RESELC,2037,3.3894
RE1,S417,RESELC,2038,3.4547
RE1,S417,RESELC,2039,3.52
RE1,S417,RESELC,2040,3.5853
RE1,S417,RESELC,2041,3.6493
RE1,S417,RESELC,2042,3.7133
RE1,S417,RESELC,2043,3.7773
RE1,S417,RESELC,2044,3.8412
RE1,S417,RESELC,2045,3.9052
RE1,S417,RESELC,2046,3.9498
RE1,S417,RESELC,2047,3.9943
RE1,S417,RESELC,2048,4.0388
RE1,S417,RESELC,2049,4.0834
RE1,S417,RESELC,2050,4.1279
RE1,S417,RESELC,2051,4.174
RE1,S417,RESELC,2052,4.2205
RE1,S417,RESELC,2053,4.2676
RE1,S417,RESELC,2054,4.3152
RE1,S417,RESELC,2055,4.3634
RE1,S417,RESELC,2056,4.412
RE1,S417,RESELC,2057,4.4612
RE1,S417,RESELC,2058,4.511
RE1,S417,RESELC,2059,4.5613
RE1,S417,RESELC,2060,4.6122
RE1,S417,RESELC,2061,4.6637
RE1,S417,RESELC,2062,4.7157
RE1,S417,RESELC,2063,4.7683
RE1,S417,RESELC,2064,4.8215
RE1,S417,RESELC,2065,4.8753
RE1,S417,RESELC,2066,4.9296
RE1,S417,RESELC,2067,4.9846
RE1,S417,RESELC,2068,5.0402
RE1,S417,RESELC,2069,5.0965
RE1,S417,RESELC,2070,5.1533
RE1,S417,COMELC,2015,1.6122
RE1,S417,COMELC,2016,1.6122
RE1,S417,COMELC,2017,1.6122
RE1,S417,COMELC,2018,1.6122
RE1,S417,COMELC,2019,1.6122
RE1,S417,COMELC,2020,1.6122
RE1,S417,COMELC,2021,1.6122
RE1,S417,COMELC,2022,2.3781
RE1,S417,COMELC,2023,2.446
RE1,S417,COMELC,2024,2.5139
RE1,S417,COMELC,2025,2.5818
RE1,S417,COMELC,2026,2.6552
RE1,S417,COMELC,2027,2.7285
RE1,S417,COMELC,2028,2.8019
RE1,S417,COMELC,2029,2.8753
RE1,S417,COMELC,2030,2.9487
RE1,S417,COMELC,2031,3.0325
RE1,S417,COMELC,2032,3.1164
RE1,S417,COMELC,2033,3.2003
RE1,S417,COMELC,2034,3.2841
RE1,S417,COMELC,2035,3.368
RE1,S417,COMELC,2036,3.4355
RE1,S417,COMELC,2037,3.5031
RE1,S417,COMELC,2038,3.5706
RE1,S417,COMELC,2039,3.6381
RE1,S417,COMELC,2040,3.7056
RE1,S417,COMELC,2041,3.7717
RE1,S417,COMELC,2042,3.8379
RE1,S417,COMELC,2043,3.904
RE1,S417,COMELC,2044,3.9701
RE1,S417,COMELC,2045,4.0362
RE1,S417,COMELC,2046,4.0823
RE1,S417,COMELC,2047,4.1283
RE1,S417,COMELC,2048,4.1743
RE1,S417,COMELC,2049,4.2204
RE1,S417,COMELC,2050,4.2664
RE1,S417,COMELC,2051,4.314
RE1,S417,COMELC,2052,4.3621
RE1,S417,COMELC,2053,4.4108
RE1,S417,COMELC,2054,4.46
RE1,S417,COMELC,2055,4.5097
RE1,S417,COMELC,2056,4.56
RE1,S417,COMELC,2057,4.6109
RE1,S417,COMELC,2058,4.6623
RE1,S417,COMELC,2059,4.7143
RE1,S417,COMELC,2060,4.7669
RE1,S417,COMELC,2061,4.8201
RE1,S417,COMELC,2062,4.8739
RE1,S417,COMELC,2063,4.9282
RE1,S417,COMELC,2064,4.9832
RE1,S417,COMELC,2065,5.0388
RE1,S417,COMELC,2066,5.095
RE1,S417,COMELC,2067,5.1518
RE1,S417,COMELC,2068,5.2093
RE1,S417,COMELC,2069,5.2674
RE1,S417,COMELC,2070,5.3262
RE1,S418,INDELC,2015,4.0556
RE1,S418,INDELC,2016,4.0556
RE1,S418,INDELC,2017,4.0556
RE1,S418,INDELC,2018,4.0556
RE1,S418,INDELC,2019,4.0556
RE1,S418,INDELC,2020,4.0556
RE1,S418,INDELC,2021,4.0556
RE1,S418,INDELC,2022,4.6091
RE1,S418,INDELC,2023,4.7407
RE1,S418,INDELC,2024,4.8723
RE1,S418,INDELC,2025,5.0039
RE1,S418,INDELC,2026,5.1462
RE1,S418,INDELC,2027,5.2884
RE1,S418,INDELC,2028,5.4306
RE1,S418,INDELC,2029,5.5728
RE1,S418,INDELC,2030,5.715
RE1,S418,INDELC,2031,5.8776
RE1,S418,INDELC,2032,6.0401
RE1,S418,INDELC,2033,6.2027
RE1,S418,INDELC,2034,6.3652
RE1,S418,INDELC,2035,6.5278
RE1,S418,INDELC,2036,6.6587
RE1,S418,INDELC,2037,6.7895
RE1,S418,INDELC,2038,6.9204
RE1,S418,INDELC,2039,7.0513
RE1,S418,INDELC,2040,7.1821
RE1,S418,INDELC,2041,7.3103
RE1,S418,INDELC,2042,7.4384
RE1,S418,INDELC,2043,7.5666
RE1,S418,INDELC,2044,7.6947
RE1,S418,INDELC,2045,7.8229
RE1,S418,INDELC,2046,7.9121
RE1,S418,INDELC,2047,8.0014
RE1,S418,INDELC,2048,8.0906
RE1,S418,INDELC,2049,8.1798
RE1,S418,INDELC,2050,8.269
RE1,S418,INDELC,2051,8.3613
RE1,S418,INDELC,2052,8.4546
RE1,S418,INDELC,2053,8.5489
RE1,S418,INDELC,2054,8.6442
RE1,S418,INDELC,2055,8.7407
RE1,S418,INDELC,2056,8.8382
RE1,S418,INDELC,2057,8.9367
RE1,S418,INDELC,2058,9.0364
RE1,S418,INDELC,2059,9.1372
RE1,S418,INDELC,2060,9.2392
RE1,S418,INDELC,2061,9.3422
RE1,S418,INDELC,2062,9.4464
RE1,S418,INDELC,2063,9.5518
RE1,S418,INDELC,2064,9.6583
RE1,S418,INDELC,2065,9.7661
RE1,S418,INDELC,2066,9.875
RE1,S418,INDELC,2067,9.9852
RE1,S418,INDELC,2068,10.0966
RE1,S418,INDELC,2069,10.2092
RE1,S418,INDELC,2070,10.3231
RE1,S418,RESELC,2015,1.5637
RE1,S418,RESELC,2016,1.5637
RE1,S418,RESELC,2017,1.5637
RE1,S418,RESELC,2018,1.5637
RE1,S418,RESELC,2019,1.5637
RE1,S418,RESELC,2020,1.5637
RE1,S418,RESELC,2021,1.5637
RE1,S418,RESELC,2022,2.3009
RE1,S418,RESELC,2023,2.3666
RE1,S418,RESELC,2024,2.4323
RE1,S418,RESELC,2025,2.498
RE1,S418,RESELC,2026,2.569
RE1,S418,RESELC,2027,2.64
RE1,S418,RESELC,2028,2.711
RE1,S418,RESELC,2029,2.782
RE1,S418,RESELC,2030,2.853
RE1,S418,RESELC,2031,2.9341
RE1,S418,RESELC,2032,3.0153
RE1,S418,RESELC,2033,3.0964
RE1,S418,RESELC,2034,3.1775
RE1,S418,RESELC,2035,3.2587
RE1,S418,RESELC,2036,3.324
RE1,S418,RESELC,2037,3.3894
RE1,S418,RESELC,2038,3.4547
RE1,S418,RESELC,2039,3.52
RE1,S418,RESELC,2040,3.5853
RE1,S418,RESELC,2041,3.6493
RE1,S418,RESELC,2042,3.7133
RE1,S418,RESELC,2043,3.7773
RE1,S418,RESELC,2044,3.8412
RE1,S418,RESELC,2045,3.9052
RE1,S418,RESELC,2046,3.9498
RE1,S418,RESELC,2047,3.9943
RE1,S418,RESELC,2048,4.0388
RE1,S418,RESELC,2049,4.0834
RE1,S418,RESELC,2050,4.1279
RE1,S418,RESELC,2051,4.174
RE1,S418,RESELC,2052,4.2205
RE1,S418,RESELC,2053,4.2676
RE1,S418,RESELC,2054,4.3152
RE1,S418,RESELC,2055,4.3634
RE1,S418,RESELC,2056,4.412
RE1,S418,RESELC,2057,4.4612
RE1,S418,RESELC,2058,4.511
RE1,S418,RESELC,2059,4.5613
RE1,S418,RESELC,2060,4.6122
RE1,S418,RESELC,2061,4.6637
RE1,S418,RESELC,2062,4.7157
RE1,S418,RESELC,2063,4.7683
RE1,S418,RESELC,2064,4.8215
RE1,S418,RESELC,2065,4.8753
RE1,S418,RESELC,2066,4.9296
RE1,S418,RESELC,2067,4.9846
RE1,S418,RESELC,2068,5.0402
RE1,S418,RESELC,2069,5.0965
RE1,S418,RESELC,2070,5.1533
RE1,S418,COMELC,2015,1.6122
RE1,S418,COMELC,2016,1.6122
RE1,S418,COMELC,2017,1.6122
RE1,S418,COMELC,2018,1.6122
RE1,S418,COMELC,2019,1.6122
RE1,S418,COMELC,2020,1.6122
RE1,S418,COMELC,2021,1.6122
RE1,S418,COMELC,2022,2.3781
RE1,S418,COMELC,2023,2.446
RE1,S418,COMELC,2024,2.5139
RE1,S418,COMELC,2025,2.5818
RE1,S418,COMELC,2026,2.6552
RE1,S418,COMELC,2027,2.7285
RE1,S418,COMELC,2028,2.8019
RE1,S418,COMELC,2029,2.8753
RE1,S418,COMELC,2030,2.9487
RE1,S418,COMELC,2031,3.0325
RE1,S418,COMELC,2032,3.1164
RE1,S418,COMELC,2033,3.2003
RE1,S418,COMELC,2034,3.2841
RE1,S418,COMELC,2035,3.368
RE1,S418,COMELC,2036,3.4355
RE1,S418,COMELC,2037,3.5031
RE1,S418,COMELC,2038,3.5706
RE1,S418,COMELC,2039,3.6381
RE1,S418,COMELC,2040,3.7056
RE1,S418,COMELC,2041,3.7717
RE1,S418,COMELC,2042,3.8379
RE1,S418,COMELC,2043,3.904
RE1,S418,COMELC,2044,3.9701
RE1,S418,COMELC,2045,4.0362
RE1,S418,COMELC,2046,4.0823
RE1,S418,COMELC,2047,4.1283
RE1,S418,COMELC,2048,4.1743
RE1,S418,COMELC,2049,4.2204
RE1,S418,COMELC,2050,4.2664
RE1,S418,COMELC,2051,4.314
RE1,S418,COMELC,2052,4.3621
RE1,S418,COMELC,2053,4.4108
RE1,S418,COMELC,2054,4.46
RE1,S418,COMELC,2055,4.5097
RE1,S418,COMELC,2056,4.56
RE1,S418,COMELC,2057,4.6109
RE1,S418,COMELC,2058,4.6623
RE1,S418,COMELC,2059,4.7143
RE1,S418,COMELC,2060,4.7669
RE1,S418,COMELC,2061,4.8201
RE1,S418,COMELC,2062,4.8739
RE1,S418,COMELC,2063,4.9282
RE1,S418,COMELC,2064,4.9832
RE1,S418,COMELC,2065,5.0388
RE1,S418,COMELC,2066,5.095
RE1,S418,COMELC,2067,5.1518
RE1,S418,COMELC,2068,5.2093
RE1,S418,COMELC,2069,5.2674
