r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,DEMCOMELC,1,2069,12.1806
RE1,DEMCOMELC,1,2070,55.263
RE1,COMENEFFDP,1,2024,179.7436
RE1,COMENEFFDP,1,2025,183.7026
RE1,COMENEFFDP,1,2026,189.8454
RE1,COMENEFFDP,1,2027,195.0919
RE1,COMENEFFDP,1,2028,200.3384
RE1,COMENEFFDP,1,2029,204.5868
RE1,COMENEFFDP,1,2030,209.8079
RE1,COMENEFFDP,1,2031,215.7755
RE1,COMENEFFDP,1,2032,221.7431
RE1,COMENEFFDP,1,2033,227.7108
RE1,COMENEFFDP,1,2034,233.6784
RE1,COMENEFFDP,1,2035,239.646
RE1,COMENEFFDP,1,2036,244.4503
RE1,COMENEFFDP,1,2037,249.2547
RE1,COMENEFFDP,1,2038,254.059
RE1,COMENEFFDP,1,2039,258.8634
RE1,COMENEFFDP,1,2040,263.6677
RE1,COMENEFFDP,1,2041,268.3723
RE1,COMENEFFDP,1,2042,273.0769
RE1,COMENEFFDP,1,2043,277.7815
RE1,COMENEFFDP,1,2044,282.4861
RE1,COMENEFFDP,1,2045,287.1906
RE1,COMENEFFDP,1,2046,290.4665
RE1,COMENEFFDP,1,2047,293.7423
RE1,COMENEFFDP,1,2048,297.0182
RE1,COMENEFFDP,1,2049,300.294
RE1,COMENEFFDP,1,2050,303.5698
RE1,COMENEFFDP,1,2051,306.9561
RE1,COMENEFFDP,1,2052,310.3801
RE1,COMENEFFDP,1,2053,313.8424
RE1,COMENEFFDP,1,2054,317.3432
RE1,COMENEFFDP,1,2055,320.8832
RE1,COMENEFFDP,1,2056,324.4626
RE1,COMENEFFDP,1,2057,328.0819
RE1,COMENEFFDP,1,2058,331.7416
RE1,COMENEFFDP,1,2059,325.0053
RE1,COMENEFFDP,1,2060,340.8387
RE1,COMENEFFDP,1,2061,342.9675
RE1,COMENEFFDP,1,2062,346.7932
RE1,COMENEFFDP,1,2063,350.6616
RE1,COMENEFFDP,1,2064,354.5732
RE1,COMENEFFDP,1,2065,358.5284
RE1,COMENEFFDP,1,2066,362.5278
RE1,COMENEFFDP,1,2067,366.5717
RE1,COMENEFFDP,1,2068,370.6608
RE1,COMENEFFDP,1,2069,374.7954
RE1,COMENEFFDP,1,2070,345.9404
RE1,DEMCOMHEBIO,1,2015,37.209
RE1,DEMCOMHEBIO,1,2016,39.1015
RE1,DEMCOMHEBIO,1,2017,40.0453
RE1,DEMCOMHEBIO,1,2018,40.9891
RE1,DEMCOMHEBIO,1,2019,41.933
RE1,DEMCOMHEBIO,1,2020,42.8768
RE1,DEMCOMHEBIO,1,2021,43.6453
RE1,DEMCOMHEBIO,1,2022,44.4138
RE1,DEMCOMHEBIO,1,2023,45.1824
RE1,DEMCOMHEBIO,1,2024,45.9509
RE1,DEMCOMHEBIO,1,2025,46.7194
RE1,DEMCOMHEBIO,1,2026,47.5908
RE1,DEMCOMHEBIO,1,2027,48.4622
RE1,DEMCOMHEBIO,1,2028,49.3335
RE1,DEMCOMHEBIO,1,2029,50.2049
RE1,DEMCOMHEBIO,1,2030,51.0763
RE1,DEMCOMHEBIO,1,2031,51.7934
RE1,DEMCOMHEBIO,1,2032,52.5105
RE1,DEMCOMHEBIO,1,2033,53.2276
RE1,DEMCOMHEBIO,1,2034,53.9447
RE1,DEMCOMHEBIO,1,2035,53.0008
RE1,DEMCOMHEBIO,1,2036,52.2323
RE1,DEMCOMHEBIO,1,2037,51.4638
RE1,DEMCOMHEBIO,1,2038,50.6953
RE1,DEMCOMHEBIO,1,2039,49.9267
RE1,DEMCOMHEBIO,1,2040,45.2687
RE1,DEMCOMHEBIO,1,2041,47.415
RE1,DEMCOMHEBIO,1,2042,47.4155
RE1,DEMCOMHEBIO,1,2043,46.5441
RE1,DEMCOMHEBIO,1,2044,45.6727
RE1,DEMCOMHEBIO,1,2045,7.5924
RE1,DEMCOMHEBIO,1,2046,4.9828
RE1,DEMCOMHEBIO,1,2047,3.3219
RE1,DEMCOMHEBIO,1,2048,1.6609
RE1,DEMCOMHEBIO,1,2068,0.9735
RE1,DEMCOMHEBIO,1,2069,0.9735
RE1,DEMCOMHEEL,1,2035,1.6609
RE1,DEMCOMHEEL,1,2036,3.0898
RE1,DEMCOMHEEL,1,2037,4.5187
RE1,DEMCOMHEEL,1,2038,5.9476
RE1,DEMCOMHEEL,1,2039,7.3766
RE1,DEMCOMHEEL,1,2040,12.695
RE1,DEMCOMHEEL,1,2041,11.1687
RE1,DEMCOMHEEL,1,2042,11.7882
RE1,DEMCOMHEEL,1,2043,13.2796
RE1,DEMCOMHEEL,1,2044,14.771
RE1,DEMCOMHEEL,1,2045,53.4714
RE1,DEMCOMHEEL,1,2046,56.5693
RE1,DEMCOMHEEL,1,2047,58.7185
RE1,DEMCOMHEEL,1,2048,60.8678
RE1,DEMCOMHEEL,1,2049,63.017
RE1,DEMCOMHEEL,1,2050,63.5053
RE1,DEMCOMHEEL,1,2051,64.0052
RE1,DEMCOMHEEL,1,2052,64.5091
RE1,DEMCOMHEEL,1,2053,65.0169
RE1,DEMCOMHEEL,1,2054,65.5287
RE1,DEMCOMHEEL,1,2055,66.0445
RE1,DEMCOMHEEL,1,2056,66.5644
RE1,DEMCOMHEEL,1,2057,67.0884
RE1,DEMCOMHEEL,1,2058,67.6165
RE1,DEMCOMHEEL,1,2059,68.1488
RE1,DEMCOMHEEL,1,2060,68.6853
RE1,DEMCOMHEEL,1,2061,69.226
RE1,DEMCOMHEEL,1,2062,69.7709
RE1,DEMCOMHEEL,1,2063,70.3201
RE1,DEMCOMHEEL,1,2064,70.8737
RE1,DEMCOMHEEL,1,2065,71.4316
RE1,DEMCOMHEEL,1,2066,71.9939
RE1,DEMCOMHEEL,1,2067,72.5606
RE1,DEMCOMHEEL,1,2068,72.1584
RE1,DEMCOMHEEL,1,2069,72.7341
RE1,DEMCOMHEEL,1,2070,74.2877
RE1,DEMINDHECOA,1,2015,639.928
RE1,DEMINDHECOA,1,2016,573.8878
RE1,DEMINDHECOA,1,2017,583.8262
RE1,DEMINDHECOA,1,2018,600.3722
RE1,DEMINDHECOA,1,2019,613.848
RE1,DEMINDHECOA,1,2020,627.3034
RE1,DEMINDHECOA,1,2021,636.6397
RE1,DEMINDHECOA,1,2022,645.9621
RE1,DEMINDHECOA,1,2023,655.2714
RE1,DEMINDHECOA,1,2024,664.5683
RE1,DEMINDHECOA,1,2025,673.8536
RE1,DEMINDHECOA,1,2026,684.1048
RE1,DEMINDHECOA,1,2027,694.343
RE1,DEMINDHECOA,1,2028,704.5689
RE1,DEMINDHECOA,1,2029,704.5689
RE1,DEMINDHECOA,1,2030,64.6409
RE1,DEMINDHECOA,1,2031,64.6409
RE1,DEMINDHECOA,1,2032,64.6409
RE1,DEMINDHECOA,1,2033,64.6409
RE1,DEMINDHECOA,1,2034,64.6409
RE1,DEMINDHECOA,1,2035,64.6409
RE1,DEMINDHECOA,1,2036,64.6409
RE1,DEMINDHECOA,1,2037,58.6068
RE1,DEMINDHECOA,1,2038,49.2975
RE1,DEMINDHECOA,1,2039,40.0006
